Production_budget_USD,Worldwide_gross_USD
25000000,24381334
10000000,24397469
65000000,24409722
21500000,24419219
43000000,24430272
5000000,24431472
68000000,24449754
8000000,24474312
5500000,24477704
43000000,24537621
9000000,24538513
7000000,24567751
20000000,24622687
17000000,24719879
15000000,24769466
7500000,24793509
7000000,24801212
5000000,24814830
40000000,24827228
21000000,24850922
18000000,24911670
7000000,25000000
24000000,25003155
14000000,25011000
15000000,25018119
100000000,25020758
25000000,25023424
53000000,25031037
63000000,25052000
6000000,25059640
35000000,25078937
20000000,25107267
70000000,25124986
40000000,25126214
70000000,25135965
24000000,25170054
50000000,25195050
45000000,25200412
6000000,25244700
35000000,25266129
40000000,25288103
21000000,25296447
12000000,25317379
12000000,25326071
10000000,25358996
50000000,25426861
13000000,25440971
50000000,25450527
60000000,25473093
14000000,25482931
39000000,25514517
57000000,25528495
7000000,25532388
25100000,25534493
5000000,25544867
23000000,25568251
14000000,25571351
40000000,25584504
20000000,25584685
25000000,25590119
13000000,25593755
13000000,25682380
10000000,25697647
20000000,25702053
20000000,25728961
25000000,25794018
5000000,25801570
22000000,25842377
55000000,25857987
12000000,25885000
35000000,25888412
19000000,25918920
8000000,25928550
48000000,25928721
76000000,26000610
6000000,26004026
20000000,26004851
5000000,26010864
28000000,26017685
7000000,26024456
8000000,26068955
8000000,26124872
15000000,26167002
50000000,26199517
30000000,26214846
10000000,26218170
6000000,26238243
18000000,26302731
18000000,26400000
95000000,26410477
15000000,26410771
42000000,26414527
20000000,26418667
15000000,26421314
50000000,26461644
60000000,26483452
36000000,26500000
30000000,26528684
7000000,26533200
13000000,26570048
12500000,26593646
10000000,26594261
50000000,26599248
35000000,26613620
50000000,26623701
35000000,26638520
60000000,26673242
30000000,26692846
26000000,26766213
20000000,26792700
40000000,26814957
18000000,26828365
18000000,26839498
40000000,26844692
54000000,26850426
60000000,26873932
20000000,26890041
65000000,26900336
16000000,26902075
13000000,26904572
20000000,26910736
17000000,26918576
18000000,26936265
38000000,26947624
12000000,27007844
15000000,27020284
40000000,27053815
13000000,27066941
16000000,27087695
50000000,27100030
35000000,27107960
102000000,27108272
13000000,27151490
17000000,27163593
27500000,27187653
20000000,27277055
12000000,27281507
5000000,27288872
5000000,27298285
23000000,27338033
8000000,27362712
80000000,27367660
29000000,27383770
15000000,27441122
45000000,27447471
14000000,27450453
6000000,27457409
17000000,27462793
70000000,27569558
50000000,27669725
40000000,27682712
11000000,27693292
5000000,27695246
10000000,27740955
19000000,27758465
29000000,27778642
25000000,27793018
72000000,27796042
12000000,27838408
17000000,27865571
13000000,27979399
45000000,28013509
65000000,28045540
9000000,28051045
15000000,28084357
35000000,28087155
45000000,28142535
30000000,28165882
5000000,28200000
70000000,28212337
25000000,28241469
35000000,28317513
57000000,28328132
40000000,28370522
60000000,28426747
12500000,28436931
10000000,28444855
40000000,28544120
26000000,28544157
28000000,28563179
10000000,28564995
15000000,28638916
50000000,28644813
85000000,28681080
35000000,28687835
30000000,28700285
16000000,28734552
7000000,28750530
30000000,28780744
100000000,28782481
28000000,28795985
25000000,28842237
50000000,28848693
24000000,28871190
10000000,28873374
33000000,28946615
68000000,28965197
13000000,28972187
20000000,29062561
40000000,29077547
16000000,29090445
42500000,29121498
60000000,29136626
15000000,29145924
35000000,29197642
8500000,29200000
10000000,29317886
15000000,29331068
25000000,29342592
40000000,29374178
8000000,29499394
10000000,29500000
18000000,29511112
25000000,29548291
58000000,29580087
23000000,29719483
10000000,29747603
68000000,29762011
47000000,29781453
10000000,29790236
20000000,29795299
40000000,29807260
24000000,29823162
14000000,29959436
15000000,30000000
12000000,30000000
8250000,30000000
11000000,30014534
10000000,30050028
22000000,30059386
20000000,30060660
60000000,30063805
22000000,30080225
25000000,30082699
10000000,30093107
20000000,30101577
37000000,30105968
20000000,30113491
15000000,30127963
70000000,30157016
40000000,30199105
75000000,30207785
120000000,30212620
15000000,30226144
58000000,30234022
15000000,30259652
18000000,30272254
50000000,30306268
10000000,30306281
35000000,30307804
40000000,30316271
17000000,30331165
35000000,30353973
39000000,30356589
8500000,30376755
25000000,30542576
10000000,30564825
42000000,30568743
30000000,30569935
30000000,30577122
14000000,30628981
10000000,30651422
22000000,30659817
35000000,30691439
60000000,30695227
28000000,30697999
21000000,30718107
99000000,30824628
15000000,30857000
27500000,30932113
40000000,30981850
10000000,31011616
40000000,31011732
36000000,31016021
55000000,31051126
64000000,31054924
55000000,31090320
85000000,31111260
140000000,31153464
12000000,31155435
60000000,31165421
20000000,31177548
12000000,31203964
44000000,31206263
58000000,31373938
28000000,31390587
12000000,31418697
35000000,31445011
24000000,31457946
10000000,31487293
32000000,31493782
7000000,31501218
25000000,31526393
18000000,31567134
49000000,31569268
12000000,31597131
35000000,31598308
85000000,31611316
6900000,31611916
25000000,31664162
11000000,31672000
20000000,31678778
12000000,31691811
19000000,31713110
40000000,31715062
15000000,31726995
30000000,31749894
27000000,31770413
38000000,31811527
40000000,31835600
20000000,31841299
40000000,31847881
60000000,31853584
50000000,31874869
40000000,31886361
6500000,31899000
12000000,32000304
45000000,32003620
20000000,32010860
47000000,32011576
34000000,32014993
20000000,32015787
20000000,32051917
35000000,32064800
10000000,32100816
138000000,32116746
60000000,32122249
137000000,32131830
60000000,32138862
10000000,32149404
30000000,32172757
25000000,32187017
8500000,32222567
62000000,32235793
7000000,32241649
30000000,32267774
7500000,32281907
30000000,32363404
30000000,32367005
8500000,32381218
25000000,32404188
7500000,32425665
24000000,32428195
5000000,32462372
25000000,32492859
35000000,32519322
60000000,32522352
7000000,32539681
5600000,32543449
65000000,32598931
72000000,32616869
15000000,32647042
28000000,32656328
24000000,32662299
125000000,32698899
55000000,32732301
50000000,32746941
15000000,32752215
20000000,32774834
40000000,32862104
35000000,32868349
80000000,32908290
60000000,32983332
10000000,33000000
28000000,33000377
32000000,33022286
40000000,33035397
37000000,33047633
10000000,33078266
85000000,33080084
50000000,33109743
26000000,33200000
10350000,33201661
24000000,33208099
9000000,33244684
10000000,33253609
25000000,33302167
11000000,33307793
22000000,33316821
16000000,33357476
125000000,33370166
15000000,33392973
5800000,33395426
18000000,33404871
35000000,33422806
35000000,33423000
20000000,33446470
65000000,33447612
55000000,33479698
40000000,33508922
70000000,33561137
25500000,33579798
53000000,33602376
130000000,33618855
50000000,33644788
33000000,33664370
10000000,33679655
25000000,33680992
68000000,33685268
100000000,33700160
15000000,33771174
55000000,33832741
15000000,33862903
40000000,33864342
25000000,33889159
60000000,33956608
35000000,33987757
30000000,34017028
33000000,34020814
8500000,34030343
7000000,34099640
9000000,34102780
55000000,34105207
10000000,34121140
32000000,34175000
32500000,34194407
55000000,34234008
20000000,34296320
155000000,34297191
20000000,34302837
15000000,34308901
20000000,34341945
75000000,34343574
55000000,34353000
20000000,34366518
15000000,34366783
35000000,34393507
40000000,34416893
5000000,34469210
35000000,34531832
82000000,34543701
15000000,34562222
80000000,34566746
35000000,34580201
52000000,34580635
75000000,34636443
50000000,34645374
25000000,34657731
42000000,34667015
85000000,34687912
14000000,34700000
14000000,34729091
30000000,34742066
5000000,34872033
8000000,34873513
38000000,34912982
15000000,35007180
8000000,35016118
25000000,35017297
14000000,35025791
15000000,35060689
20000000,35061031
10000000,35073978
33000000,35074677
150000000,35088320
51000000,35093569
9000000,35144505
8500000,35161554
90000000,35168966
50000000,35188640
32000000,35193167
42000000,35228696
58000000,35231365
30000000,35266619
39000000,35287788
68000000,35324232
60000000,35327628
16000000,35374833
8000000,35388976
7000000,35400000
25000000,35418723
20000000,35450113
100000000,35497337
76000000,35552383
11500000,35593113
20000000,35606376
30000000,35608245
25000000,35623801
45000000,35627222
17000000,35662731
55000000,35739802
60000000,35763137
5500000,35811509
120000000,35818913
10000000,35819556
20000000,35841901
51000000,35851379
14000000,35856053
15000000,35893537
30000000,35927406
25000000,35990505
10000000,36000000
5000000,36000000
22000000,36020063
40000000,36037909
9000000,36049108
80000000,36076121
35000000,36108758
10000000,36230219
63000000,36249674
50000000,36261763
30000000,36276286
60000000,36280697
32000000,36299670
65000000,36316032
40000000,36343858
25000000,36351350
75000000,36392502
52000000,36400491
40000000,36443442
25000000,36447959
21000000,36605602
20000000,36661504
40000000,36665854
10000000,36696761
70000000,36793804
35000000,36805288
25000000,36833473
19000000,36843682
60000000,36850101
20000000,36880033
45000000,36895141
30000000,36918811
57500000,36931089
26000000,36985501
60000000,37017955
65000000,37030102
43000000,37035515
29000000,37036404
28000000,37053924
73000000,37068294
40000000,37134215
12000000,37188667
52000000,37243418
7000000,37295394
16000000,37300107
35000000,37306030
75000000,37361412
80000000,37384046
26000000,37397291
12000000,37400000
10000000,37402877
40000000,37412945
20000000,37442180
34000000,37446117
50000000,37485528
35000000,37490007
60000000,37491364
15000000,37495385
67500000,37519139
20000000,37537675
35000000,37553932
48000000,37562568
35000000,37629831
16000000,37634615
42000000,37662162
17000000,37667746
20000000,37672944
12000000,37709979
21000000,37729698
25000000,37738810
40000000,37752931
70000000,37760080
80000000,37771017
11000000,37780486
35200000,37788228
10000000,37800000
48000000,37879996
15000000,37880356
15000000,37882551
80000000,37899638
10000000,37904175
32000000,37915414
17000000,37939782
70000000,37945884
85000000,37948765
6400000,38019031
10000000,38052832
40000000,38087756
12000000,38108728
14000000,38116707
22700000,38119483
100000000,38120554
30000000,38122000
50000000,38122883
13000000,38177966
40000000,38180928
25000000,38230435
30000000,38233676
20000000,38264085
80000000,38311134
11000000,38322743
175000000,38362475
28000000,38372662
45000000,38399961
30000000,38413606
30000000,38432823
70000000,38518613
27000000,38536376
40000000,38543473
55000000,38564422
80000000,38577772
20000000,38583626
50000000,38590458
10000000,38623460
70000000,38634938
11000000,38665260
30000000,38747385
13000000,38934842
12000000,39012241
65000000,39017984
35000000,39046489
25000000,39053061
10000000,39100000
15000000,39100956
19000000,39123589
20000000,39143839
175000000,39175066
38000000,39177215
50000000,39177684
23000000,39235088
75000000,39251128
20000000,39263506
15700000,39282227
100000000,39322544
28000000,39360491
11000000,39387284
67500000,39394666
25000000,39402572
55000000,39440655
80000000,39442871
8500000,39471742
16000000,39517763
30000000,39568996
12000000,39673162
24000000,39687694
35000000,39692139
20000000,39739367
50000000,39778599
6000000,39846344
16500000,39868642
24000000,40020622
85000000,40048332
8000000,40066497
60000000,40081410
106000000,40098064
25000000,40108697
30000000,40118420
35000000,40119709
7000000,40157856
26000000,40168080
100000000,40202379
50000000,40203020
25000000,40222514
21000000,40222729
30000000,40259119
22000000,40270895
15000000,40283321
38000000,40334024
16000000,40363530
40000000,40412817
30000000,40435190
180000000,40479370
10000000,40485039
110000000,40563557
60000000,40572825
35000000,40689393
27000000,40803000
10000000,40826341
19000000,40846082
20000000,40847995
115000000,40914068
70000000,40934175
23000000,40962534
15000000,41003371
27000000,41012075
18000000,41059716
25000000,41076865
50000000,41083108
37500000,41152203
11000000,41227069
50000000,41263140
42000000,41267469
18000000,41300105
18000000,41382841
6900000,41410568
50000000,41476097
75000000,41523271
42000000,41543207
20000000,41596251
55000000,41610884
25000000,41675994
17000000,41778863
40000000,41797066
24000000,41798224
78000000,41814863
5000000,41833347
19000000,41867960
61000000,41952715
35000000,41954997
20000000,41975388
6000000,42000000
36000000,42024533
38000000,42025135
75000000,42044321
17000000,42065185
30000000,42070939
40000000,42071069
30000000,42073277
30000000,42100625
60000000,42194060
25000000,42222647
21000000,42273609
75000000,42285169
18000000,42340598
65000000,42345531
30000000,42400223
40000000,42402632
27500000,42436517
52000000,42438300
18000000,42469946
6500000,42488161
50000000,42586861
40000000,42587643
30000000,42629776
30000000,42647449
20000000,42656255
16000000,42670410
39000000,42674040
40000000,42720965
15000000,42725475
15000000,42734455
21000000,42739347
47500000,42754105
112000000,42779261
5000000,42872467
90000000,42885593
15000000,42930462
16500000,42993774
70000000,42996140
8000000,43000000
50000000,43034523
25000000,43035725
30000000,43037835
15000000,43057470
60000000,43061982
32000000,43095856
9500000,43100000
28000000,43107979
24000000,43218387
59000000,43242871
60000000,43254409
60000000,43313890
60000000,43337279
65000000,43482270
7500000,43492389
65000000,43545364
20000000,43549096
66000000,43568507
85000000,43585753
18000000,43601508
75000000,43632458
6000000,43700000
30000000,43746923
5000000,43787265
35000000,43799818
7200000,43800000
16500000,43848100
18000000,43853424
18000000,43869350
35000000,43894863
49000000,43905746
120000000,43945766
25000000,43984987
19000000,44017374
10000000,44069456
27000000,44089964
95000000,44114232
13000000,44137712
40000000,44212592
30000000,44338224
27000000,44342956
5000000,44467206
25000000,44480039
17000000,44480275
85000000,44650003
16000000,44667095
58000000,44672764
50000000,44705766
13000000,44726644
50000000,44737059
5000000,44793222
65000000,44806783
28000000,44853581
37000000,44875481
85000000,44898413
15000000,44906632
45000000,44922302
60000000,44936545
25000000,44942821
30000000,44947622
40000000,44948240
31000000,44983704
30000000,45015999
24000000,45018541
60000000,45020282
20000000,45055776
68000000,45060734
8000000,45064915
25000000,45090374
150000000,45157105
28000000,45172250
53000000,45207112
100000000,45216793
42000000,45290318
5000000,45373120
75000000,45445109
26000000,45489752
26000000,45506619
16000000,45512466
20000000,45542421
80000000,45575336
17000000,45710178
7000000,45729221
21000000,45785720
35000000,45802315
35000000,45819713
42000000,45852178
30000000,45892212
40000000,45916769
60000000,46000903
33000000,46009673
40000000,46012734
56000000,46213824
45000000,46290741
47000000,46293855
9400000,46300000
14500000,46338728
10000000,46383639
85000000,46462469
11000000,46566212
35000000,46697321
13000000,46729374
25000000,46743809
20000000,46752382
14000000,46800000
45000000,46815000
6000000,46840590
37000000,46843513
60000000,46850558
69000000,46874505
30000000,46889293
26000000,46896664
50000000,46982632
60000000,47003582
40000000,47047013
75000000,47059963
48000000,47095453
50000000,47119388
14000000,47212904
160000000,47225655
25000000,47279279
20000000,47319572
45000000,47323100
75000000,47379090
110000000,47398413
35000000,47425125
72500000,47467250
179000000,47482519
25000000,47545060
90000000,47546796
10000000,47566524
50000000,47602194
85000000,47641743
8500000,47695371
60000000,47795018
15000000,47811275
60000000,47836282
20000000,47852604
15000000,47860214
20000000,47901582
40000000,47907715
40000000,47958031
115000000,48003015
37000000,48006762
55000000,48023088
28000000,48071303
12300000,48092846
110000000,48097081
45000000,48114556
50000000,48169156
35000000,48169910
25000000,48237389
50000000,48265581
58000000,48318130
100000000,48417850
20000000,48430258
70000000,48475290
60000000,48478006
20000000,48548426
13000000,48637684
50000000,48751189
31000000,48791187
32000000,48795601
32000000,48814909
10000000,48958273
22000000,49008662
21500000,49033882
25000000,49042224
13000000,49121934
14000000,49130588
27500000,49200230
15000000,49275340
13000000,49369899
100000000,49438370
35000000,49492060
130000000,49554002
30000000,49772522
11000000,49793054
20000000,49823037
40000000,49851591
26000000,49875291
58000000,49876377
33500000,50000000
15000000,50000000
15000000,50003303
85000000,50016394
60000000,50024083
110000000,50026353
32000000,50041732
55000000,50047179
35000000,50065850
50000000,50068310
50000000,50151543
36000000,50159144
28000000,50255310
36000000,50269859
48000000,50315140
12000000,50316123
30000000,50327960
5500000,50406346
11000000,50474843
40000000,50572589
60000000,50577412
60000000,50586000
22000000,50621733
80000000,50632037
45000000,50648679
38000000,50699241
60000000,50701325
50000000,50740078
10000000,50752337
26000000,50800000
95000000,50802661
50000000,50824620
60000000,50837305
5000000,50856010
40000000,50866635
60000000,50877145
30000000,50980159
45000000,51019112
88000000,51024708
30000000,51041856
60000000,51045801
25000000,51100486
55000000,51178893
40000000,51185000
55000000,51225796
50000000,51342000
57000000,51364680
17500000,51386611
85000000,51396781
30000000,51432423
19000000,51438175
14000000,51545952
30000000,51573925
25000000,51580136
25000000,51676606
19000000,51733921
12000000,51739495
33000000,51758599
43000000,51768623
57000000,51774002
24000000,51802742
40000000,51853450
72500000,51855045
12800000,51872378
90000000,51877963
22000000,51970690
18000000,51973029
40000000,52000688
21000000,52037603
55000000,52075270
20000000,52076908
28000000,52131264
30000000,52210049
10000000,52218558
8000000,52287414
10000000,52293000
6000000,52302978
40000000,52330111
35000000,52333738
28000000,52353636
65000000,52397389
30000000,52421953
70000000,52474616
25000000,52543354
13200000,52543632
9000000,52597610
23000000,52614445
18000000,52698535
50000000,52752475
22000000,52767889
45000000,52842724
50000000,52853219
30000000,52880016
16000000,52894169
11000000,52929168
30000000,52990775
30000000,53032453
30000000,53059911
40000000,53089891
31000000,53208180
84000000,53262560
44000000,53300852
23000000,53302314
25000000,53345287
30000000,53359111
45000000,53359917
38000000,53374681
13000000,53424681
58000000,53458319
20000000,53548586
48000000,53606916
17000000,53652140
30000000,53695808
58000000,53715611
60000000,53789313
45000000,53854588
65000000,53862963
18000000,53883989
5000000,53900335
20000000,53976987
16000000,53977250
20000000,54030051
25000000,54098051
62000000,54117416
35000000,54149098
6500000,54215416
40000000,54228104
22000000,54235441
17000000,54239856
70000000,54243125
15000000,54333290
40000000,54445357
12000000,54513740
26000000,54544638
25000000,54607383
20000000,54611903
125000000,54647948
32000000,54712227
21000000,54724696
28000000,54730625
12000000,54731865
65000000,54760791
45000000,54767494
100000000,54768952
28000000,54800000
132900000,54858851
55000000,54927174
60000000,54956941
40000000,54979992
50000000,54997476
70000000,55011732
17000000,55041738
50000000,55100437
13000000,55121623
40000000,55143823
15000000,55204525
7303082,55334418
35000000,55340730
140000000,55483770
80000000,55485043
36000000,55500000
73000000,55591409
100000000,55675313
5000000,55683845
65000000,55691208
50000000,55703475
55000000,55750480
22000000,55762229
35000000,55802754
75000000,55849401
25000000,55973336
70000000,55991880
60000000,56003051
30000000,56068547
41000000,56083966
10000000,56094360
120000000,56117548
19000000,56127162
6500000,56190094
20000000,56245075
29000000,56330657
20000000,56398162
15000000,56441711
30000000,56443120
60000000,56451232
25000000,56505065
13700000,56598476
48000000,56607223
20000000,56671993
55000000,56679192
80000000,56684819
60000000,56709981
10800000,56746769
50000000,56758835
30000000,56816662
55000000,56932305
35000000,56968169
42000000,57000000
85000000,57010853
40000000,57012977
18000000,57027435
37000000,57139723
29000000,57141459
9500000,57176582
27000000,57229890
24000000,57262492
13000000,57300000
45000000,57362581
100000000,57377916
53000000,57386369
11500000,57469179
20000000,57598247
24000000,57682904
120000000,57712751
32000000,57744720
40000000,57806952
40000000,57887882
26000000,57891803
13000000,57924679
40000000,58009200
16500000,58011485
17500000,58017783
61000000,58032443
60000000,58060186
30000000,58156435
109000000,58183966
90000000,58220776
91000000,58236838
90000000,58250803
15000000,58269151
26000000,58331254
8000000,58401464
53000000,58403409
55000000,58422650
19000000,58571513
120000000,58607007
45000000,58617334
64000000,58636047
50000000,58640119
60000000,58697076
38000000,58709717
30000000,58715510
40000000,58855732
100000000,58867694
125000000,58877969
31000000,58884188
28000000,58990765
46000000,59003384
31000000,59076019
50000000,59157732
70000000,59281555
32000000,59450353
45000000,59472278
100000000,59475623
40000000,59588068
60000000,59623958
65000000,59650222
18000000,59689605
35000000,59699513
22000000,59700064
18000000,59735548
35000000,59843754
155000000,59874525
8000000,59891098
10500000,59936321
39000000,59950623
13000000,60008303
48000000,60022256
62000000,60022813
35000000,60054449
42000000,60054530
18000000,60060328
18000000,60062868
20000000,60095852
30000000,60110313
57500000,60128566
47000000,60240295
21000000,60311495
38000000,60323786
37000000,60355347
28000000,60400856
25000000,60457138
50000000,60470220
30000000,60494212
130000000,60522097
27000000,60527873
60000000,60592389
48000000,60652036
160000000,60674817
45000000,60786269
30000000,60857262
90000000,60874615
46000000,61002302
57000000,61007424
60000000,61123569
40000000,61153526
30000000,61255921
35000000,61280963
26000000,61308153
60000000,61322858
14000000,61356221
90000000,61363304
15000000,61400000
156000000,61433527
5500000,61558162
88000000,61649911
13000000,61705123
110000000,61737191
38000000,61894591
150000000,62189884
45000000,62318875
70000000,62321039
90000000,62362560
50200000,62495645
12000000,62500000
60000000,62524260
53000000,62575678
8000000,62599495
85000000,62615510
72000000,62647540
20000000,62950384
35000000,63075011
29000000,63077560
12000000,63118386
160000000,63150991
30000000,63172463
10000000,63257940
85000000,63280000
10000000,63300095
80000000,63313159
55000000,63408614
39000000,63414846
10000000,63465522
135000000,63478838
30000000,63536011
95000000,63570862
9000000,63600000
30000000,63658910
40000000,63686397
65000000,63803100
35000000,63826569
19500000,63859435
28000000,63914167
35000000,63939454
15000000,64003625
135000000,64006466
80000000,64038616
75000000,64062587
105000000,64063008
40000000,64167069
30000000,64172251
30000000,64251538
5000000,64282312
25000000,64321890
28000000,64378093
23000000,64460211
60000000,64506874
12000000,64575175
35000000,64604977
149000000,64665672
85000000,64935167
120000000,64956806
17000000,65001093
17000000,65002019
30000000,65005217
70000000,65011757
140000000,65014513
24000000,65028687
18000000,65070412
90000000,65075540
195000000,65187603
15000000,65192350
5000000,65206105
18500000,65233369
220000000,65233400
6500000,65281781
12000000,65328121
110000000,65452312
350000000,65473972
12000000,65532576
18000000,65535067
45000000,65598907
23000000,65647413
20000000,65653242
90000000,65653758
26000000,65705772
80000000,65948711
50000000,66010682
14500000,66013057
110000000,66184051
55000000,66207920
30000000,66380662
70000000,66432867
55000000,66458769
78000000,66465204
40000000,66477700
30000000,66486205
48000000,66488090
30000000,66502573
54000000,66520529
25000000,66528000
75000000,66661095
50000000,66711892
60000000,66723216
45000000,66790248
40000000,66808615
100000000,66889043
85000000,66941559
28000000,66954149
45000000,67061228
115000000,67163857
50000000,67172595
15000000,67182787
40000000,67209615
46000000,67263182
45000000,67264877
5000000,67268835
78000000,67286731
28000000,67300955
92000000,67349198
48000000,67363237
20000000,67383924
35000000,67544505
100000000,67631157
10000000,67745330
50000000,67823573
27500000,67900000
36000000,68208190
55000000,68224452
20000000,68261644
10000000,68353550
125000000,68420120
75000000,68473360
16000000,68525609
40000000,68549695
90000000,68559554
10000000,68566296
145000000,68671925
14000000,68856263
35000000,68915888
80000000,69117629
20000000,69148997
37000000,69179066
48000000,69304264
13000000,69488745
27000000,69586544
80000000,69610858
65000000,69688384
20500000,69701637
80000000,69772969
15000000,69847348
54000000,69951824
14000000,70001698
12000000,70012847
42000000,70052444
55000000,70098138
205000000,70107728
45000000,70141876
40000000,70165972
70000000,70187658
72500000,70231041
28000000,70259870
24000000,70269899
65000000,70278893
31000000,70300000
53012938,70327868
40000000,70405498
20000000,70433227
50000000,70511035
17000000,70525195
65000000,70645997
25000000,70662220
40000000,70836296
14600000,70906973
110000000,71017784
36000000,71026631
68000000,71069884
38000000,71091594
92500000,71195053
45000000,71277420
25000000,71309760
28000000,71399120
45000000,71423726
25000000,71500556
17000000,71502303
22000000,71516617
9000000,71562550
55000000,71565669
15000000,71628180
55000000,71724497
22500000,71985628
17000000,72000000
40000000,72013010
30250000,72021008
5000000,72082999
60000000,72091016
28000000,72110659
12000000,72217396
17000000,72250091
40000000,72266306
37000000,72286779
40000000,72313754
70000000,72679278
100000000,72688614
90000000,72708161
11000000,72778712
51000000,72779000
15000000,73000000
13000000,73013910
69000000,73026337
275000000,73058679
150000000,73103784
35000000,73178547
20000000,73206343
90000000,73209340
80000000,73215310
53000000,73357727
60000000,73648228
75000000,73661010
50000000,73701902
15000000,73839613
180000000,73864507
38000000,73921000
28000000,74058698
40000000,74103820
79000000,74158157
97000000,74262031
25000000,74273505
80000000,74339294
12000000,74433837
30000000,74494381
60000000,74541707
10700000,74706019
30000000,74787599
27000000,74888996
100000000,75030163
18000000,75072454
24000000,75155000
60000000,75286229
40000000,75305995
50000000,75367693
60000000,75383563
45000000,75395035
30000000,75468583
40000000,75505856
60000000,75530832
72000000,75545647
23600000,75590286
22000000,75600072
50000000,75605492
61000000,75612460
50000000,75624550
60000000,75658097
38000000,75671262
60000000,75764085
40000000,75764672
12000000,75781642
54000000,75802010
90000000,75817994
50000000,75941727
75000000,75976178
82500000,75986503
80000000,76118990
55000000,76223578
65000000,76233151
45000000,76261036
25000000,76270454
117000000,76423035
18000000,76471046
30000000,76501438
8000000,76657000
30000000,76808654
170000000,77042381
75000000,77073959
62000000,77086030
110000000,77222099
100000000,77233467
25000000,77267296
26000000,77324422
29000000,77339130
130000000,77591831
20000000,77698625
97000000,77730500
60000000,77906816
70000000,78031620
85000000,78046570
70000000,78120196
110000000,78550602
90000000,78616689
25000000,78656813
35000000,78716374
55000000,78750909
90000000,78765986
31500000,78800000
12000000,78912963
10000000,79042440
35000000,79091969
31000000,79096868
27000000,79249455
80000000,79366978
30000000,79576189
150000000,79727149
12000000,79817937
70000000,79883359
50000000,79957634
8200000,80000000
25000000,80014842
25000000,80048433
58000000,80069458
60000000,80070736
195000000,80101125
82500000,80172128
32000000,80197993
10000000,80238724
53000000,80270227
35000000,80277646
70000000,80281096
80000000,80360866
9000000,80500000
9000000,80571655
60000000,80574010
20000000,80818974
10700000,80930630
25000000,80936232
30000000,81001787
50000000,81022333
32000000,81150692
35000000,81159365
11000000,81204830
20000000,81261177
40000000,81292135
28000000,81350242
68000000,81476385
50000000,81526121
95000000,81562942
40000000,81612565
54000000,81676888
61000000,81697192
50000000,81903458
135000000,82051601
80000000,82226474
25000000,82234139
35000000,82258456
150000000,82280579
17000000,82390774
40000000,82522790
60000000,82571173
31000000,82582604
25000000,82622655
20000000,82624961
60000000,82670733
20000000,82674398
45000000,82931301
82500000,82985708
55000000,83015089
135000000,83028130
13900000,83043761
90000000,83107829
80000000,83240103
45000000,83287363
35000000,83299761
132000000,83350911
7000000,83482352
75000000,83504017
70000000,83552429
5000000,83586447
150000000,83670083
30000000,83823381
66000000,83898313
40000000,83911193
65000000,84049211
90000000,84052762
25000000,84136909
25000000,84185387
6500000,84273813
50000000,84351197
111000000,84410380
20000000,84525432
100000000,85028192
23000000,85080171
85000000,85105259
17000000,85160248
10000000,85300000
120000000,85364450
13500000,85400591
30000000,85416609
110000000,85463309
170000000,85710210
30000000,85744662
80000000,85817906
38000000,85846296
90000000,85886987
65000000,85911262
18000000,86047227
50000000,86089513
40000000,86208010
40000000,86260045
95000000,86907746
23000000,86930411
5000000,87025093
30000000,87044645
110000000,87242834
26000000,87341380
66000000,87707396
40000000,88055283
42000000,88073507
60000000,88200225
175000000,88246220
45000000,88625922
50000000,88634237
50000000,88715192
95000000,88768303
38000000,88915214
120000000,89107235
40000000,89138076
10000000,89217875
48000000,89256424
100000000,89296573
275000000,89302115
55000000,89706988
155000000,89760956
30000000,90135191
50000000,90282580
60000000,90380162
40000000,90411453
65000000,90454043
80000000,90463534
7000000,90463574
17500000,90508336
11000000,90559416
51000000,90570999
60000000,90580000
25000000,90639088
22000000,90648202
40000000,90710620
60000000,90757863
200000000,90759676
8000000,90815558
40000000,90862685
13000000,91038276
15000000,91125143
50000000,91137662
80000000,91188905
12000000,91386097
55000000,91387195
26000000,91457688
12000000,91547205
50000000,91742160
46000000,92027888
40000000,92029184
185000000,92054159
45000000,92115211
37000000,92186262
16000000,92823546
78000000,92955420
80000000,92993801
120000000,93050117
60000000,93354918
60000000,93375151
90000000,93432655
170000000,93436322
45000000,93466502
15000000,93589701
46000000,93607673
11000000,93617009
31000000,93772375
65000000,93828745
135000000,93926386
55000000,93932896
40000000,93953653
40000000,94125426
41000000,94483917
20000000,94514402
105000000,94784201
80000000,94835059
73243106,94999143
31000000,95020213
45000000,95149435
48000000,95308367
95000000,95347692
80000000,95632614
52500000,95720716
16400000,95860116
18000000,96493426
17000000,96522687
25000000,96898818
40000000,96962694
102500000,97104620
75000000,97387965
19000000,97670358
50000000,97690976
55000000,98711404
110000000,98780042
15000000,98800000
70000000,98927592
70000000,99112101
75000000,99215042
36000000,99967670
90000000,100012499
110000000,100014699
90000000,100018837
30000000,100125643
100000000,100138851
60000000,100170152
178000000,100206256
104000000,100234838
80000000,100246011
175000000,100289690
19000000,100292856
26000000,100317794
55000000,100328194
163000000,100368560
55000000,100407760
65000000,100458310
65000000,100468793
103000000,100478608
30000000,100492203
28000000,100494685
65000000,100539043
47000000,100546139
70000000,100614858
45000000,100768056
120000000,100814328
90000000,100920329
